Total household size,Given the chosen climate event - which 3 items are most useful to you?_Borehole,Given the chosen climate event - which 3 items are most useful to you?_Donkey and Cart,Given the chosen climate event - which 3 items are most useful to you?_Irrigation,Given the chosen climate event - which 3 items are most useful to you?_Hospital,Given the chosen climate event - which 3 items are most useful to you?_Rainwater Harvesting System,Given the chosen climate event - which 3 items are most useful to you?_Electricity,Given the chosen climate event - which 3 items are most useful to you?_Gas Stove,Given the chosen climate event - which 3 items are most useful to you?_River,Given the chosen climate event - which 3 items are most useful to you?_Water,Given the chosen climate event - which 3 items are most useful to you?_Money,Given the chosen climate event - which 3 items are most useful to you?_Furniture,Given the chosen climate event - which 3 items are most useful to you?_House,Given the chosen climate event - which 3 items are most useful to you?_Mobile Phone,Given the chosen climate event - which 3 items are most useful to you?_Vegetables,Given the chosen climate event - which 3 items are most useful to you?_Clothes,Given the chosen climate event - which 3 items are most useful to you?_Bike,Given the chosen climate event - which 3 items are most useful to you?_Jerrycan,Given the chosen climate event - which 3 items are most useful to you?_Solar PV System,Given the chosen climate event - which 3 items are most useful to you?_Water Pump,Given the chosen climate event - which 3 items are most useful to you?_Bible,Given the chosen climate event - which 3 items are most useful to you?_Crops,Given the chosen climate event - which 3 items are most useful to you?_Charcoal Stove,Given the chosen climate event - which 3 items are most useful to you?_Car,Given the chosen climate event - which 3 items are most useful to you?_Watering Can,Given the chosen climate event - which 3 items are most useful to you?_Wood Stove,Given the chosen climate event - which 3 items are most useful to you?_Wheelbarrow,Given the chosen climate event - which 3 items are most useful to you?_Fire,Given the chosen climate event - which 3 items are most useful to you?_Doctor,Given the chosen climate event - which 3 items are most useful to you?_Fan,Given the chosen climate event - which 3 items are most useful to you?_Shower,Given the chosen climate event - which 3 items are most useful to you?_Chicken,Given the chosen climate event - which 3 items are most useful to you?_Overhead Water Tank,Given the chosen climate event - which 3 items are most useful to you?_Corrugated Iron Sheet,Given the chosen climate event - which 3 items are most useful to you?_Light Bulb,Given the chosen climate event - which 3 items are most useful to you?_Road,Given the chosen climate event - which 3 items are most useful to you?_Motorcycle,Given the chosen climate event - which 3 items are most useful to you?_Generator,Given the chosen climate event - which 3 items are most useful to you?_School,Given the chosen climate event - which 3 items are most useful to you?_Grain Mill,Given the chosen climate event - which 3 items are most useful to you?_Battery,Given the chosen climate event - which 3 items are most useful to you?_Boat,Given the chosen climate event - which 3 items are most useful to you?_Computer,Given the chosen climate event - which 3 items are most useful to you?_Medicine,Given the chosen climate event - which 3 items are most useful to you?_Kerosene Lantern,Given the chosen climate event - which 3 items are most useful to you?_Fridge,Given the chosen climate event - which 3 items are most useful to you?_Disposable Sanitary Pad,Given the chosen climate event - which 3 items are most useful to you?_Fishing Net or Rod,Given the chosen climate event - which 3 items are most useful to you?_Meat,Given the chosen climate event - which 3 items are most useful to you?_Alcohol,Given the chosen climate event - which 3 items are most useful to you?_Toilet Flush,Given the chosen climate event - which 3 items are most useful to you?_Book and Pen,Given the chosen climate event - which 3 items are most useful to you?_Torch,Given the chosen climate event - which 3 items are most useful to you?_Toilet Squat
11.0,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.0,0.0,0.043478260869565216,0.2608695652173913,0.34782608695652173,0.0,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.21739130434782608,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.17391304347826086,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
12.0,0.6,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.3,0.2,0.1,0.3,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
